کد کتاب :,مترجم:,شابک:,قطع:,تعداد صفحه:,سال انتشار شمسی:,سال انتشار میلادی:,نوع جلد:,سری چاپ:,زودترین زمان ارسال:,name,eng_name,price,data_rating,title_rating,exists,discount,url,translator,publisher,author,tags,description,title,کد محصول :,زبان بازی:,درجه دشواری:,زمان تقریبی:,زبان کتاب:,کارگردان:,نوع رسانه:,تعداد حلقه:,نوع بسته بندی:,زبان اثر:,تعداد جلد:,آهنگساز:,نوازنده:,تصویرگر:,ابعاد:
45363,,978-6007314661,وزیری,424,1396,,سلفونی,1,---,کتاب کهن دیارا,Kohan Diara,"80,000",3.21,3.21,0,,https://www.iranketab.ir/book/45363-kohan-diara,[],"{'id': '2432', 'name': 'آفرینه', 'url': 'https://www.iranketab.ir/publisher/2432-%d8%a2%d9%81%d8%b1%db%8c%d9%86%d9%87'}","{'id': '25722', 'name': 'کاظم مطلق', 'url': 'https://www.iranketab.ir/profile/25722-kazem-motlagh'}","[{'id': '133', 'name': 'زندگی نامه', 'url': 'https://www.iranketab.ir/tag/133-biography-stories'}, {'id': '139', 'name': 'ادبیات واقع گرایانه', 'url': 'https://www.iranketab.ir/tag/139-realism-literature'}, {'id': '437', 'name': 'ادبیات ایران', 'url': 'https://www.iranketab.ir/tag/437-iranian-literature'}, {'id': '489', 'name': 'تاریخ ایران', 'url': 'https://www.iranketab.ir/tag/489-history-of-iran'}, {'id': '539', 'name': 'کتاب مصور', 'url': 'https://www.iranketab.ir/tag/539-comic-books'}]",کتاب کهن دیارا نوشته فرح پهلوی ، گویای خاطرات و زندگینامه ملکه ایران در دوره پهلوی می باشد. فرح با نام اصلی فرح دیبا، معمار، نقاش، نویسنده،مترجم و همسر محمدرضا شاه پهلوی است. او شهبانوی ایران از ۲۹ آذر ۱۳۳۸ تا ۲۲ بهمن ۱۳۵۷ بود. وی تا پیش از انقلاب ایران با عنوان سلطنتی «علیاحضرت شهبانو» خطاب می شد.کهن دیارا، از لحظات اندوهبار فرح در هنگام ترک وطن، در انقلاب ۵۷ یاد می کند. از سختی ها و فراز و نشیب های دوران مجردی. تحصیلات و فعالیتهای مختلف فرح در محافل گوناگون در دورانی که هنوز با محمدرضا شاه ازدواج نکرده بود، تا پیگیری اخبار سیاسی در دوران مصدق .,گذری بر خاطرات فرح پهلوی (دیبا),,,,,,,,,,,,,,,
45253,علی رمضانی مقدم,978-9643499242,رقعی,184,1400,2000,شومیز,7,9 مهر,کتاب لئوناردو داوینچی مغز قدرتمند,Leonardo Da Vinci And His Super-Brain,"82,000",3.42,3.42,1,30 % تخفیف,https://www.iranketab.ir/book/45253-leonardo-da-vinci-and-his-super-brain,"[{'id': '25528', 'name': 'علی رمضانی مقدم', 'url': 'https://www.iranketab.ir/profile/25528-%d8%b9%d9%84%db%8c-%d8%b1%d9%85%d8%b6%d8%a7%d9%86%db%8c-%d9%85%d9%82%d8%af%d9%85'}]","{'id': '30', 'name': 'پیدایش', 'url': 'https://www.iranketab.ir/publisher/30-%d9%be%db%8c%d8%af%d8%a7%db%8c%d8%b4'}","{'id': '24873', 'name': 'مایکل کاکس', 'url': 'https://www.iranketab.ir/profile/24873-michael-cox'}","[{'id': '29', 'name': 'ادبیات انگلیس', 'url': 'https://www.iranketab.ir/tag/29-english-literature'}, {'id': '114', 'name': 'ادبیات کودک و نوجوان', 'url': 'https://www.iranketab.ir/tag/114-childrens-literature'}, {'id': '133', 'name': 'زندگی نامه', 'url': 'https://www.iranketab.ir/tag/133-biography-stories'}, {'id': '139', 'name': 'ادبیات واقع گرایانه', 'url': 'https://www.iranketab.ir/tag/139-realism-literature'}, {'id': '168', 'name': 'دهه 2000 میلادی', 'url': 'https://www.iranketab.ir/tag/168-2000s'}, {'id': '300', 'name': 'تاریخی', 'url': 'https://www.iranketab.ir/tag/300-historical'}]",لابد تا حالا اسم لئوناردو داوینچی را شنیده اید… او یکی از مشاهیر مرده است، چون: معروف ترین نقاشی های جهان را کشیده است، اولین ماشین پرنده را طراحی کرده است، مرد اساطیری عصر رنسان است. ولی تا حالا شنیده اید که … لئوناردو ده سال از عمرش را روی ساختن یک اسب به ارتفاع هفت متر گذاشت؟ همیشه لباس های صورتی رنگ می پوشید؟ عاشق این بود که سر به سر دیگران بگذارد و کلی بخندد؟ بله، با اینکه لئوناردو مرده، هنوز هم ما را به تعجب وا می دارد. حالا در این کتاب می توانید در دفتر یادداشت گمشده ی لئوناردو سرک بکشید. به اخبار پیام میلان ناخنک بزندی و بر بال هزاران طرح و ایده ای که در کله ی این نابغه ی مشهور پرواز می کردند، بنشینید و کلی کیف کنید.,,,,,,,,,,,,,,,,
19770,امیر رحمانی کیا,978-6001174162,رقعی,184,1398,1920,شومیز,2,10 مهر,کتاب آن سوی افق,Beyond the Horizon,"138,000",3.69,3.69,1,25 % تخفیف,https://www.iranketab.ir/book/19770-beyond-the-horizon,"[{'id': '11419', 'name': 'امیر رحمانی کیا', 'url': 'https://www.iranketab.ir/profile/11419-%d8%a7%d9%85%db%8c%d8%b1-%d8%b1%d8%ad%d9%85%d8%a7%d9%86%db%8c-%da%a9%db%8c%d8%a7'}]","{'id': '42', 'name': 'سبزان', 'url': 'https://www.iranketab.ir/publisher/42-%d8%b3%d8%a8%d8%b2%d8%a7%d9%86'}","{'id': '853', 'name': 'یوجین اونیل', 'url': 'https://www.iranketab.ir/profile/853-eugene-o-neill'}","[{'id': '25', 'name': 'جایزه نوبل ادبیات', 'url': 'https://www.iranketab.ir/tag/25-nobel-prize-in-literature'}, {'id': '97', 'name': 'ادبیات آمریکا', 'url': 'https://www.iranketab.ir/tag/97-american-literature'}, {'id': '176', 'name': 'دهه 1920 میلادی', 'url': 'https://www.iranketab.ir/tag/176-1920s'}, {'id': '347', 'name': 'نمایشنامه درام', 'url': 'https://www.iranketab.ir/tag/347-drama-play'}, {'id': '348', 'name': 'جایزه ی پولیتزر نمایشنامه', 'url': 'https://www.iranketab.ir/tag/348-pulitzer-prize-for-drama'}, {'id': '630', 'name': 'سینما و تئاتر', 'url': 'https://www.iranketab.ir/tag/630-cinema-theatre'}]",آن سوی افق نام نمایش نامه ای از یوجین اونیل نمایش نامه نویس آمریکایی است. این نمایش نامه اولین اثر بلند اونیل به شمار می رود.,,,,,,,,,,,,,,,,
56188,آسیه رنجبر,978-6227349450,خشتی,16,1400,2020,زرکوب,1,12 مهر,کتاب خانم خفاش,The Bat,"30,000",3.68,3.68,1,20 % تخفیف,https://www.iranketab.ir/book/56188-the-bat,"[{'id': '31279', 'name': 'آسیه رنجبر', 'url': 'https://www.iranketab.ir/profile/31279-%d8%a2%d8%b3%db%8c%d9%87-%d8%b1%d9%86%d8%ac%d8%a8%d8%b1'}]","{'id': '1586', 'name': 'نودا', 'url': 'https://www.iranketab.ir/publisher/1586-%d9%86%d9%88%d8%af%d8%a7'}","{'id': '16772', 'name': 'الیس گراول', 'url': 'https://www.iranketab.ir/profile/16772-elise-gravel'}","[{'id': '19', 'name': 'ادبیات کانادا', 'url': 'https://www.iranketab.ir/tag/19-canadian-literature'}, {'id': '103', 'name': 'ادبیات داستانی', 'url': 'https://www.iranketab.ir/tag/103-fiction'}, {'id': '114', 'name': 'ادبیات کودک و نوجوان', 'url': 'https://www.iranketab.ir/tag/114-childrens-literature'}, {'id': '236', 'name': 'داستان علمی', 'url': 'https://www.iranketab.ir/tag/236-science-stories'}, {'id': '504', 'name': 'کتاب کودک', 'url': 'https://www.iranketab.ir/tag/504-children%e2%80%99s-book'}, {'id': '539', 'name': 'کتاب مصور', 'url': 'https://www.iranketab.ir/tag/539-comic-books'}, {'id': '801', 'name': 'دهه 2020 میلادی', 'url': 'https://www.iranketab.ir/tag/801-2020s'}, {'id': '823', 'name': 'داستان حیوانات', 'url': 'https://www.iranketab.ir/tag/823-animals'}]",متن محاوره ای و تصاویر بامزه آن شما را مجبور می کند تمام شب را در مورد تنها پستاندار پرنده روی زمین بخوانید!,جانوران چندش آور 2,,,,,,,,,,,,,,,
93032,مجموعه ی نویسندگانفرنوش کریمی,978-6001247101,وزیری,102,1396,,شومیز,1,---,کتاب ریاضی برای سرگرمی,Maths for fun,"7,000",3.51,3.51,0,,https://www.iranketab.ir/book/93032-maths-for-fun,"[{'id': '3274', 'name': 'مجموعه ی نویسندگان', 'url': 'https://www.iranketab.ir/profile/3274-group-of-authors'}, {'id': '49616', 'name': 'فرنوش کریمی', 'url': 'https://www.iranketab.ir/profile/49616-%d9%81%d8%b1%d9%86%d9%88%d8%b4-%da%a9%d8%b1%db%8c%d9%85%db%8c'}]","{'id': '2056', 'name': 'دیباگران تهران', 'url': 'https://www.iranketab.ir/publisher/2056-%d8%af%db%8c%d8%a8%d8%a7%da%af%d8%b1%d8%a7%d9%86-%d8%aa%d9%87%d8%b1%d8%a7%d9%86'}","{'id': nan, 'name': 'ساتیانارایانا راجو', 'url': nan}","[{'id': '98', 'name': 'ادبیات هند', 'url': 'https://www.iranketab.ir/tag/98-indian-literature'}, {'id': '139', 'name': 'ادبیات واقع گرایانه', 'url': 'https://www.iranketab.ir/tag/139-realism-literature'}, {'id': '590', 'name': 'آموزشی', 'url': 'https://www.iranketab.ir/tag/590-educational'}, {'id': '833', 'name': 'ریاضی', 'url': 'https://www.iranketab.ir/tag/833-mathematics'}]",,(روشهای بدیع و خلاقانه),,,,,,,,,,,,,,,
106951,پرویز شهریاری,978-9645943422,وزیری,344,1401,,شومیز,3,10 مهر,کتاب بنیان های هندسه,Osnovaniia Geometrii,"100,000",3.43,3.43,1,20 % تخفیف,https://www.iranketab.ir/book/106951-osnovaniia-geometrii,"[{'id': '4106', 'name': 'پرویز شهریاری', 'url': 'https://www.iranketab.ir/profile/4106-%d9%be%d8%b1%d9%88%db%8c%d8%b2-%d8%b4%d9%87%d8%b1%db%8c%d8%a7%d8%b1%db%8c'}]","{'id': '1482', 'name': 'مهاجر', 'url': 'https://www.iranketab.ir/publisher/1482-%d9%85%d9%87%d8%a7%d8%ac%d8%b1'}","{'id': nan, 'name': 'و. ای. کوستین', 'url': nan}","[{'id': '590', 'name': 'آموزشی', 'url': 'https://www.iranketab.ir/tag/590-educational'}, {'id': '833', 'name': 'ریاضی', 'url': 'https://www.iranketab.ir/tag/833-mathematics'}]",در این کتاب «بنیان های هندسه» از اصول اصلی بنیادین هندسه (یا اصل های هندسی) صحبت شده است.از هندسه اقلیدسی آغاز کرده در ضمن به هندسه مطلق (یعنی هندسه ای که بدون اصل اقلیدس قابل اثبات است) پرداخته استو در پایان کار درباره هندسه تااقلیدسی و یه ویژه هندسه لباچوسکی به تفصیل سخم گفته است .درآغاز کتاب بحثی مفصل درباره تاریخ هندسه و به ویژه تلاش ریاضی دانان بعد از اقلیدس همچنین راضیدانان ایرانی در جهت اصل اقلیدس دارد که در این باره خیام و کتاب او به نام « شرح ما اشکل من مصادرات اقلیدس» را به فراموشی سپرده است.در این فصل از نمونه استدلالهایی که برای «اثبات» اصل اقلیدس انجام گرفته.صحبت شده است .این کتاب برای دبیران ، دانشجویان رشته ریاضی و دانش آموزان رشته ریاضی فیزیک نوشته شده است و سرچشمه ای است برای یادگیری هندسه و به ویژه هندسه نا اقلیدسی .کتاب بنیان های هندسه,کتاب های ریاضی مهاجر,,,,,,,,,,,,,,,
35768,,978-6001217692,رقعی,304,1397,,شومیز,1,---,کتاب مدرسه یا قفس,School or cage,"20,000",3.46,3.46,0,,https://www.iranketab.ir/book/35768-school-or-cage,[],"{'id': '81', 'name': 'علمی و فرهنگی', 'url': 'https://www.iranketab.ir/publisher/81-%d8%b9%d9%84%d9%85%db%8c-%d9%88-%d9%81%d8%b1%d9%87%d9%86%da%af%db%8c'}","{'id': '17146', 'name': 'محمدرضا رهبریان', 'url': 'https://www.iranketab.ir/profile/17146-mohammadreza-rahbarian'}","[{'id': '103', 'name': 'ادبیات داستانی', 'url': 'https://www.iranketab.ir/tag/103-fiction'}, {'id': '437', 'name': 'ادبیات ایران', 'url': 'https://www.iranketab.ir/tag/437-iranian-literature'}, {'id': '590', 'name': 'آموزشی', 'url': 'https://www.iranketab.ir/tag/590-educational'}]",کتاب «مدرسه یا قفس» (بازتاب مدرسه در متون کهن و داستان نویسی معاصر) نوشته محمدرضا رهبریان توسط نشر « علمی و فرهنگی» روانه بازار کتاب در ایران شده است.این کتاب در واقع کوششی انتقادی است در راستای بازخوانی آموزش و پرورش، تنها از دریچۀ داستان نویسان و خاطره نگاران. از این حیث این کتاب می تواند حائز اهمیت باشد. کتاب «مدرسه یا قفس» (بازتاب مدرسه در متون کهن و داستان نویسی معاصر) تلاشی است برای بازخوانی جریان آموزش و پرورش در ادوار گذشته از نگاه برخی داستان نویسان که در قالب خاطره روایت می شود؛ در ناخرسندی های روایت شده از شاعران و نویسندگان از مدرسه تأمل شده است تا از طریق آن پست و بلند جریان فرهنگ و آموزش در ایران بهتر نشان داده شود. به طور ضمنی در پیشینه فرهنگ قدیم و تطور آن در دوران جدید نیز نگریسته شده است. روایت های این کتاب گونه ای حس نوستالژیک در خواننده بر می انگیزد.فهرست مطالب کتاب:فصل اول: بازتاب مدرسه در متون ادبیفصل دوم: مدرسه در آینۀ ادبیات داستانیفصل سوم: گزیده ای از داستان ها1. گلدسته ها و فلک2. غیرممکن3. اسب4. داستان ما و فریدون5. قصۀ عینکم6. زهره ترک7. دوست کوچک8. روزنامه دیواری مدرسۀ ما9. شیش، شیش، شیشه شیکست10. سرود11. وضعیت12. کوچ13. نخستین روز درس14. نمره,(بازتاب مدرسه در متون کهن و داستان نویسی معاصر),,,,,,,,,,,,,,,
38687,صالح سپهری فر,978-6008591955,پالتویی,96,1401,2015,شومیز,3,9 مهر,کتاب تیم های نوآور,Innovative Teams,"70,000",3.79,3.79,1,25 % تخفیف,https://www.iranketab.ir/book/38687-innovative-teams,"[{'id': '4330', 'name': 'صالح سپهری فر', 'url': 'https://www.iranketab.ir/profile/4330-%d8%b5%d8%a7%d9%84%d8%ad-%d8%b3%d9%be%d9%87%d8%b1%db%8c-%d9%81%d8%b1'}]","{'id': '1217', 'name': 'دنیای اقتصاد', 'url': 'https://www.iranketab.ir/publisher/1217-%d8%af%d9%86%db%8c%d8%a7%db%8c-%d8%a7%d9%82%d8%aa%d8%b5%d8%a7%d8%af'}","{'id': '3143', 'name': 'هاروارد بیزینس ریویو', 'url': 'https://www.iranketab.ir/profile/3143-harvard-business-review'}","[{'id': '97', 'name': 'ادبیات آمریکا', 'url': 'https://www.iranketab.ir/tag/97-american-literature'}, {'id': '139', 'name': 'ادبیات واقع گرایانه', 'url': 'https://www.iranketab.ir/tag/139-realism-literature'}, {'id': '167', 'name': 'دهه 2010 میلادی', 'url': 'https://www.iranketab.ir/tag/167-2010s'}, {'id': '335', 'name': 'تجارت و کسب و کار', 'url': 'https://www.iranketab.ir/tag/335-business'}, {'id': '382', 'name': 'مدیریت', 'url': 'https://www.iranketab.ir/tag/382-management'}]",بسیاری تصور می کنند خلاقیت و نوآوری در زمره توانایی های ذاتی است و همه از آن بهره مند نیستند. این کتاب درباره مرزهای ذاتی بودن و اکتسابی بودن خلاقیت و نوآوری است. نویسندگان کتاب معتقدند خلاقیت تا حدی زیادی اکتسابی است و با بهره گیری از الگوها و شیوه های کاربردی و علمی می توان آن را پرورش داد و تقویت کرد. آشنایی با این شیوه ها به ویژه در ابعاد تیمی در نهایت به عنوان نیروی محرکه ای برای پیشبرد سازمان به سمت اهداف تعیین شده عمل کرده و موفقیت مجموعه را رقم می زند. نوآوری نیازمند تلاش است و باید همانند سایر فعالیت های شرکتی مدیریت شود.,,,,,,,,,,,,,,,,
,,,,,,,,,12 مهر,بازی کارتی بلوفه,BRNYARD ROUNDUP,"150,000",3.53,3.53,1,10 % تخفیف,https://www.iranketab.ir/book/65902-brnyard-roundup,[],"{'id': '2713', 'name': 'زینگو', 'url': 'https://www.iranketab.ir/publisher/2713-%d8%b2%db%8c%d9%86%da%af%d9%88'}",,"[{'id': '998', 'name': 'بازی و سرگرمی', 'url': 'https://www.iranketab.ir/tag/998-board-game'}, {'id': '999', 'name': 'بازی کارتی', 'url': 'https://www.iranketab.ir/tag/999-card-game'}, {'id': '1001', 'name': 'بازی فکری', 'url': 'https://www.iranketab.ir/tag/1001-brain-teaser'}, {'id': '1013', 'name': 'دو نفره', 'url': 'https://www.iranketab.ir/tag/1013-two-people'}, {'id': '1036', 'name': 'بالای 10 سال', 'url': 'https://www.iranketab.ir/tag/1036-over-10'}, {'id': '1047', 'name': 'تا شش نفر', 'url': 'https://www.iranketab.ir/tag/1047-up-to-six'}]",بلوفه نسخه فارسیه بازیه BRNYARD ROUNDUP توی این بازی باید حیوانات با ارزش رو بدست بیارین و از کارت های دست خودتون به دیگران کارت بدین.از کلاغ هایی که دارین واسه خراب کردن مزرعه بقیه استفاده کنین چون اوناهم قراره همین بلارو سر مزرعه شما بیارن.محتویات: 97 کارت حیوانات - 15 کارت جایزه - 13 توکن - راهنمای بازی.,,65902,فارسی,متوسط,20 دقیقه,,,,,,,,,,,4*12*16
17028,محمد هادی سالارورزی,978-0050440421,رقعی,300,1400,1956,شومیز,2,10 مهر,کتاب الماس ها ابدی اند,Diamonds Are Forever,"140,000",3.35,3.5,1,25 % تخفیف,https://www.iranketab.ir/book/17028-diamonds-are-forever,"[{'id': '9942', 'name': 'محمد هادی سالارورزی', 'url': 'https://www.iranketab.ir/profile/9942-%d9%85%d8%ad%d9%85%d8%af-%d9%87%d8%a7%d8%af%db%8c-%d8%b3%d8%a7%d9%84%d8%a7%d8%b1%d9%88%d8%b1%d8%b2%db%8c'}]","{'id': '102', 'name': 'چترنگ', 'url': 'https://www.iranketab.ir/publisher/102-%da%86%d8%aa%d8%b1%d9%86%da%af'}","{'id': '9941', 'name': 'ایان فلمینگ', 'url': 'https://www.iranketab.ir/profile/9941-ian-fleming'}","[{'id': '21', 'name': 'داستان ماجرایی', 'url': 'https://www.iranketab.ir/tag/21-adventure-stories'}, {'id': '24', 'name': 'داستان معمایی', 'url': 'https://www.iranketab.ir/tag/24-mystery-stories'}, {'id': '29', 'name': 'ادبیات انگلیس', 'url': 'https://www.iranketab.ir/tag/29-english-literature'}, {'id': '103', 'name': 'ادبیات داستانی', 'url': 'https://www.iranketab.ir/tag/103-fiction'}, {'id': '120', 'name': 'داستان تریلر', 'url': 'https://www.iranketab.ir/tag/120-trailer-stories'}, {'id': '123', 'name': 'داستان جنایی', 'url': 'https://www.iranketab.ir/tag/123-crime-stories'}, {'id': '134', 'name': 'ادبیات کلاسیک', 'url': 'https://www.iranketab.ir/tag/134-classical-literature'}, {'id': '173', 'name': 'دهه 1950 میلادی', 'url': 'https://www.iranketab.ir/tag/173-1950s'}]","این کتاب ماجراهای جیمز باند، مأمور سرویس مخفی بریتانیا، را روایت می کند. در این داستان، باند مأمور می شود عاملین قاچاق الماس از معادن سیرالئون به آمریکا را پیدا کند، او برای پیش بردن تحقیقاتش، خود را یکی از اعضای گروهی خلافکار جا می زند، به آمریکا می رود و مخفیانه به دستۀ آن ها نفوذ می کند.الماس ها ابدی اند در زمان انتشار نقدهای مثبتی دریافت کرد و در سال ۱۹۷۱ اقتباسی از آن به کارگردانی ""گای همیلتون"" و با بازی ""شان کانری"" بر پردۀ سینماها رفت.داستان های باند در فهرست پرفروش ترین کتاب های تاریخ قرار دارند و تاکنون بیش از صد میلیون نسخه از آن ها در سرتاسر جهان به فروش رفته است.در سال ۲۰۰۸ روزنامۀ تایمز، فلمینگ را چهاردهمین فرد در فهرست پنجاه نویسندۀ برتر بریتانیا از سال ۱۹۴۵ قرار داد. همچنین از سال ۱۹۶۲ تاکنون بیست و شش فیلم با محوریت شخصیت جیمز باند ساخته شده وشش بازیگر در پنج دهه، سنت بازی در نقش این شخصیت بر پرده سینما را ادامه داده اند.سری فیلم های جیمز باند، با فروش جهانی بیش از پنج میلیارددلار، از نظر فروش در جایگاه دوم فیلم های ادامه دار قرار دارد.",,,,,,,,,,,,,,,,
96438,,978-9643863913,رقعی,240,1398,,شومیز,1,---,کتاب تعیین حجم نمونه با نرم افزار PASS,Sample size determination using PASS,"30,000",3.29,3.29,0,,https://www.iranketab.ir/book/96438-sample-size-determination-using-pass,[],"{'id': '2356', 'name': 'دانشگاه فردوسی مشهد', 'url': 'https://www.iranketab.ir/publisher/2356-%d8%af%d8%a7%d9%86%d8%b4%da%af%d8%a7%d9%87-%d9%81%d8%b1%d8%af%d9%88%d8%b3%db%8c-%d9%85%d8%b4%d9%87%d8%af'}","{'id': '3274', 'name': 'مجموعه ی نویسندگان', 'url': 'https://www.iranketab.ir/profile/3274-group-of-authors'}","[{'id': '139', 'name': 'ادبیات واقع گرایانه', 'url': 'https://www.iranketab.ir/tag/139-realism-literature'}, {'id': '437', 'name': 'ادبیات ایران', 'url': 'https://www.iranketab.ir/tag/437-iranian-literature'}, {'id': '590', 'name': 'آموزشی', 'url': 'https://www.iranketab.ir/tag/590-educational'}, {'id': '833', 'name': 'ریاضی', 'url': 'https://www.iranketab.ir/tag/833-mathematics'}, {'id': '1252', 'name': 'نرم افزار', 'url': 'https://www.iranketab.ir/tag/1252-software'}]",موضوع تعیین حجم نمونه و انتخاب یک نمونه‌ی مناسب، از مسایلی است که اکثر پژوهش‌گران در شروع مطالعه‌ی خود با آن سروکار دارند. انتخاب حجم مناسب برای نمونه یکی از موارد تأثیرگذار بر اعتبار و دقت پژوهش است که اغلب، مورد غفلت واقع می‌گردد و به جای آن از باورهای نادرست بهره‌گیری می‌شود. به علت عدم وجود منابع درست، کافی و ساده و عدم آگاهی اکثر محققین، در بسیاری از پژوهش های کاربردی، حجم نمونه به طرز صحیحی تعیین نمی شود. لذا در چنین مطالعاتی امکان تعمیم درست نتایج اخذ شده از نمونه به جامعه وجود ندارد. از این رو در این اثر سعی شده است ضمن ارایه تعریف درست روش های تعیین حجم نمونه براساس اصول علمی آماری، این روش ها با ذکر مثال های متعددی برای انواع مختلف تحقیقات کاربردی با استفاده از نرم افزار آماری PASS تشریح شوند. این نرم‌افزار یکی از معتبرترین نرم‌افزارهای تعیین حجم نمونه است طوری که بسیاری از مقالات منتشر شده در مجلات علمی معتبر، در انتخاب حجم نمونه از این نرم‌افزار استفاده کرده‌اند. اگر چه هدف اصلی این کتاب آموزش نرم‌افزار مذکور است، اما برای آن که مطالب مربوط به نرم‌افزار واضح‌تر و ملموس‌تر باشد، مطالب آمار نظری مرتبط نیز در حد لزوم بیان شده است. به این ترتیب ابتدا مطالعات کاربردی براساس اهداف آن ها به چند دسته تقسیم شده و پس از ارایه دلایل علمی لازم برای ضرورت تعیین حداقل حجم نمونه لازم، روش های علمی آماری بیان می شود. در پایان نیز برای هر موضوع، مثال هایی در نظر گرفته شده و این مثال ها با نرم افزار PASS حل می شوند. این کتاب برای دانشجویان و پژوهشگران در حوزه‌های مختلف علمی که از روش‌های آماری برای انجام پژوهش‌های خود بهره می‌برند، کاربرد دارد.,,,,,,,,,,,,,,,,
48175,سودابه قیصری,978-6002535726,رقعی,408,1400,1994,شومیز,2,10 مهر,کتاب روح ناآرام,The Unquiet Ghost,"320,000",3.8,4.5,1,20 % تخفیف,https://www.iranketab.ir/book/48175-the-unquiet-ghost,"[{'id': '2494', 'name': 'سودابه قیصری', 'url': 'https://www.iranketab.ir/profile/2494-soudabeh-gheysari'}]","{'id': '73', 'name': 'نشر کتاب پارسه', 'url': 'https://www.iranketab.ir/publisher/73-%d9%86%d8%b4%d8%b1-%da%a9%d8%aa%d8%a7%d8%a8-%d9%be%d8%a7%d8%b1%d8%b3%d9%87'}","{'id': '27119', 'name': 'آدام هاکس چایلد', 'url': 'https://www.iranketab.ir/profile/27119-adam-hochschild'}","[{'id': '97', 'name': 'ادبیات آمریکا', 'url': 'https://www.iranketab.ir/tag/97-american-literature'}, {'id': '169', 'name': 'دهه 1990 میلادی', 'url': 'https://www.iranketab.ir/tag/169-1990s'}, {'id': '300', 'name': 'تاریخی', 'url': 'https://www.iranketab.ir/tag/300-historical'}, {'id': '520', 'name': 'تاریخ جنگ جهانی', 'url': 'https://www.iranketab.ir/tag/520-world-war-history'}, {'id': '700', 'name': 'تاریخ روسیه (شوروی)', 'url': 'https://www.iranketab.ir/tag/700-soviet-history'}]",بسیاری از روس ها تا سال ها از مرور و بازگویی جنایات حکومت استالین ابا داشتند تا اینکه با آغاز اصلاحات میخایٔیل گورباچف (موسوم به گلاسنوست)، با خاطرات آن زمان شان رودررو شدند. در سال ۱۹۹۱، آدام هاکس چایلد خبرنگار، به مدت شش ماه در روسیه به سر برد و با جان به دربردگان اردوگاه های کار، نگهبانان بازنشسته آن مکان ها و دیگر افراد مرتبط با حوادث آن روزگار گفتگو کرد.حاصل کار او، یادآوری ای بسیار گیرا و گویا از کشوری است که شبح استالین هنوز در آن حضور دارد. بسیاری از کسانی که نویسنده به سراغ آنها رفته است، مانند بیماری که رازهای سر به مهر خود را برای روانکاوش برملا کند، برای او از گذشته گفته اند.,,,,,,,,,,,,,,,,
97509,بهناز پیاده,978-9648834055,رحلی,116,1397,,شومیز,6,---,کتاب انواع غذاهای ساده : قدم به قدم,Beginners Simple meals step - by - step to perfect result,"39,500",3.96,3.96,0,,https://www.iranketab.ir/book/97509-beginners-simple-meals-step-by-step-to-perfect-result,"[{'id': '3990', 'name': 'بهناز پیاده', 'url': 'https://www.iranketab.ir/profile/3990-%d8%a8%d9%87%d9%86%d8%a7%d8%b2-%d9%be%db%8c%d8%a7%d8%af%d9%87'}]","{'id': '3140', 'name': 'پیک گل واژه\u200f\u202b\u202c', 'url': 'https://www.iranketab.ir/publisher/3140-%d9%be%db%8c%da%a9-%da%af%d9%84-%d9%88%d8%a7%da%98%d9%87%e2%80%8f%e2%80%ab%e2%80%ac'}","{'id': '18088', 'name': 'پاملا کلارک', 'url': 'https://www.iranketab.ir/profile/18088-pamela-clark'}","[{'id': '100', 'name': 'ادبیات استرالیا', 'url': 'https://www.iranketab.ir/tag/100-australian-literature'}, {'id': '590', 'name': 'آموزشی', 'url': 'https://www.iranketab.ir/tag/590-educational'}, {'id': '595', 'name': 'آشپزی', 'url': 'https://www.iranketab.ir/tag/595-cooking'}]",,مجموعه کتابهای آموزش آشپزی کدبانو : cookbooks,,,,,,,,,,,,,,,
